"","title","date","company","salary","maxsal","minsal","location","summary","link"
"758","AI/ML - NLP/ML Scientist","3","Leidos","70,000 - 90,000","90,000","70,000","Baltimore, MD","Proficiency in transforming data, classifications, and translations, as well as resolving data quality and data cleansing.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRnyhDD9XgeBp6fX700neD-N333iobqS7df3CVLPWNzedUNTK1T2Lv_t3XBGWHtGZFGXvAsCD9JpUbrZvOtz1ytut4gStvhGRx8a0Y8BKSDMkFJR2QJqbpdvhJxtYF6kaep51OaQgwIGyVp_2m5j0zNqTGqRmY1QGvt2QCnaJgsky4t47vqO6aLOKKv9IPRjPVaxugju4yU4pvEDLiYmAGmDTnemx8_1pwhXFFa2mlM_h2VNQrDCdaNu_fy0-eh61cnEJFYorSVnsRiSHuec5wKJJSK0DT6pWxc0X_rNla_QxraXSTMfQM7SAQGWMhoaQ---rkx6IMLx-hGzXns7ij0RiFVtJLtC8Klu_q7hN9yaNwQt2BEG3ghhcohYcuqS94fhDMWl27zRlrZLgTTK5d9bRkQ3NdtQk2T8kbJlVL6EhXxAzbxodZLdF-bGRL8j6yo0eWtOehJLc&p=2&fvj=0&vjs=3"
"759","Data Scientist-Senior","30","Perspecta","81,078 - 129,709","129,709","81,078","Washington, DC","Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CXELgAtUQhYXJPuOCgdO1_GLSHWM59IvmfGFTB-XV5Eaok2F7KN95E8dQxuJZjif9OqbnsSu5zDWF_AVd2ywvdKy9vabOBgKyVT4rB44CTVuE1CvRh7Nl9NW44tSLJUyD3G1C7fPU155zKkTt5jr-yWA13panbCKm_Gfu4oOMrsyroHTQvMairplXFH4LwxZTQn4c9La3JQRYtraR4TVxGXvjrkXADk2qhOKfPuJz9afY-SfP757p3dsFuQSb1NO7-2i-MHGPxlDY1nmgTPLWOvSpGjaYAmsPe2Z4sG4LWl-DbdhUgN5_uQfh9GujjILGzyCgpR3_B3Hbiu7-I9E-pOrAgQJ1boyPo4nBUTasA1-N3luQ_LmGLx2xDjRCWqfMxWvg0_xc89QhtDOVlOt7pI4MC1AlIdcM0V4wHpOVQ-fqMZ9Ts2yoafrtHbXopFnOtqhoyp1ibTPwPrP9ylDJ0E5ogpE5w7ZXrVkdeJkb9sjZUZMTTY2oh62gEZblK53FYEAG8Fwny7NFM94SaWtZUWbpqSN5sgpR8af1X-P_SCb6mLeZVTOQSzf_sQVCVMv6rJXQ8xX3FChQVg8fgXNPjoD_-0PZXGp0GsOuKTwEpS-zZR2EGpXoAqRLKJ2megbOeDnPG8Lo1oXIRQAioTSc3mswe8ymnUfg=&p=3&fvj=0&vjs=3"
"760","Senior Data Scientist","30","Epsilon","",NA,NA,"Chicago, IL","Research experience in a computational area such as data science, computer science, machine learning, artificial intelligence, statistics, probabilistic…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D3zZ_ASCFyv4hXru9Ra-w9vKx6N-cVz9iFs_U0KKU9Ly96rTwWsyIpW4s0-YZBQaRj4D5XsnG2GRQR7PBbLmUDmDZggKAH8Og6kFkPTWlRtpNYeWLjS-oyz0delMKJGiMxXCbVJhLs2nH3Zhs54EiJukrAX5Ke2v_rkv0BzFS_CXH3ZNBhvwfOji0LvtupVqVqgCylhPzK5B5srdPRnJtOCBTUx_DxFvIVTxw2DXoTnDOySqZGu3EQ23d5YQMnwXsZ9_I0I0AETDUv-4KqojSxSyh7hqON3RhqWson2goKWO4n-9dDzHgg9qKw_lMoYWXMRkI5C3qswbI7_ut0lWgRVO3N0B83z87XeoE7Jig5xR5ht1hZcqpUbz32SjdZM9YZCFFi3ZdDQKhpzjDuo5BW6-d6wsDD5KC6HOOICZqAuR2o27c6d6ZTvXpJiXwYt_KWIdqWH3obW0vxR_IYa76febOJBTC-GfuDl7XS9sgtH9a_O3Uya5bZ&p=4&fvj=0&vjs=3"
"761","Data Scientist","4","RS21","70,000 - 177,616","177,616","70,000","Arlington, VA","Proficiency with modern approaches in data analytics (e.g., statistics, machine learning, econometrics).","https://www.indeed.com/rc/clk?jk=5ef518d03638c56b&fccid=294d5debc2c11988&vjs=3"
"762","Senior Data Scientist","Today","Headcheckit.com","140,000 - 185,000","185,000","140,000",NA,"Being part of a team of data scientists.","https://www.indeed.com/company/Headcheckit.com/jobs/Senior-Data-Scientist-ea327af8483ea0fd?fccid=ee23b99f71507d73&vjs=3"
"763","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","112,853 - 204,864","204,864","112,853","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"764","Data Scientist","8","Cognowiz solutions LLC","56,879 - 133,465","133,465","56,879","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"765","Co-op Data Scientist 2021","30","The Hershey Company","70,000 - 90,000","90,000","70,000","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"766","Data Scientist (Junior)","30","KBR","81,078 - 129,709","129,709","81,078","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"767","Data Scientist, Intermediate","13","UVA Medical Center","",NA,NA,"Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"768","Supply Chain Data Scientist","Just posted","TCS","70,000 - 177,616","177,616","70,000","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"769","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","140,000 - 185,000","185,000","140,000","Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"770","Data Scientist","7","ACHNET Inc","112,853 - 204,864","204,864","112,853","Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"771","Data Scientist, Senior Virtual Hiring Event","12","Booz Allen Hamilton","56,879 - 133,465","133,465","56,879","Louis, MO","You’ll mentor teammates, develop cutting-edge machine learning applications, implementing the newest computer vision and natural language processing models, and…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWCnt5sBvMZ6djJK7QlIFz3FJ-vep4bwIr18fTJUIP5yPcw6O9FRUszlp20EZjG1RkbpzzoylAulTPg2P11u_n4MZl4vmmvP_U8uWPMpGld0J79EVKPce3XeHTtnwnLJX1qgQq_AvVYb-QZc5UTaphZJ4BpSzO-XHECyxBfPd_I9r4p4KwkVvuv1lCrfKWbbciGyOz9pPGrdh8rtbkx_vx-ma5-Up6ybI4VirU7UZ7Cr9TeW_Y6HBCY2UuX3noFSLdW6H1MZcwBQ_1njQjqnA58Dnske-s4egwAwPVON-4g_BVkNguAx7w4gbc5_yPEFOQtFDjqodUymDWR3oBjgBLVJYSWnBGBeJv-xIhnz8xeZeZW2rRlg-Wr1BhdbooV2yTVkDv2jPeBwn-2N1zmh_1UFsbplfOhE5lA==&p=15&fvj=0&vjs=3"
"772","Data Scientist","30","Coverent","70,000 - 90,000","90,000","70,000","McLean, VA","On this project, the Consultant will have the opportunity to demonstrate intellectual agility by leading data collection and data analysis activities to produce…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dqrr-Rjg2XLksGNbp1zr5zrpCZUmaYUPA5zQ_vrCj_Xz_A_Y6iVYZ07LdPyruB9BgMAnq5iZB4eUAh_mhPsZv9TgeLOr9bwPSvBXLcXM1DYcoy6-liUgCnoPXL6liR4QZI1falbWEBoURDgnjc5LH1pfd7jxfjLrN7UIgyQyxn1CtPnbv9OoaEgp-eqKiMiJ5dMEko2SZhqB1SnscRpanaKRtRfhuHYVU5TIvzkRx3P7zrLEiltNutFR01EruYTJvQLL-UUeHUqMExmeACaKjiRe8DlKrsjIOKqLLs08T7GGjTdSGQzQKWMCL9Ag8gc5FhouVq7H3ijlIT2dbtWzfoPHVDg5n8otMvcbko1dReuvlHHhCNDNp4FbfOXSM5qJyRh451ZGd_-gYljC52apBgKLnUTgQaOwugwOdncyTaaJCPn6Z4LmClmbm7uP3HCSg=&p=16&fvj=1&vjs=3"
"773","Co-op Data Scientist 2021","30","The Hershey Company","81,078 - 129,709","129,709","81,078","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"774","Data Scientist (Junior)","30","KBR","",NA,NA,"Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"775","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 177,616","177,616","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"776","Supply Chain Data Scientist","Just posted","TCS","93,950 - 108,000","108,000","93,950","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"777","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"778","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"779","Data Scientist","Just posted","University of Utah","130,000 - 140,000","140,000","130,000","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"780","Data Scientist","20","RMDS Lab, Inc","81,078 - 129,709","129,709","81,078","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"781","Forward Deployed Data Scientist","13","Cresta","",NA,NA,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"782","Data Scientist - AI/ML Engineer","Today","Softnice","70,000 - 177,616","177,616","70,000","Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"783","Data Scientist","Just posted","Caterpillar","93,950 - 108,000","108,000","93,950","Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"784","Data Scientist","28","BICP","",NA,NA,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"785","Data Scientist","Just posted","Alto Neuroscience, Inc","",NA,NA,"San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"786","Data Scientist","Today","Advance Local","130,000 - 140,000","140,000","130,000","New York, NY","Experience using statistics, propensity model building, and algorithms to manipulate data and draw insights from large data sets.","https://www.indeed.com/rc/clk?jk=bd190f5ad577a404&fccid=31a0500c8ccc54ba&vjs=3"
"787","Senior Data Scientist","Just posted","Mission Lane","81,078 - 129,709","129,709","81,078",NA,"We offer the option of 100% paid health, dental and vision care, a flexible spending account, unlimited PTO, paid holidays, eligibility for our cash incentive…","https://www.indeed.com/rc/clk?jk=0640cdf4e619350e&fccid=0e0f873e6c84a5ec&vjs=3"
"788","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","56,879 - 133,465","133,465","56,879","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"789","Data Scientist","8","Cognowiz solutions LLC","70,000 - 90,000","90,000","70,000","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"790","Co-op Data Scientist 2021","30","The Hershey Company","81,078 - 129,709","129,709","81,078","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"791","Data Scientist (Junior)","30","KBR","",NA,NA,"Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"792","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 177,616","177,616","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"793","Supply Chain Data Scientist","Just posted","TCS","93,950 - 108,000","108,000","93,950","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"794","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"795","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"796","Data Scientist","Just posted","University of Utah","130,000 - 140,000","140,000","130,000","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"797","Data Scientist","20","RMDS Lab, Inc","56,879 - 133,465","133,465","56,879","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"798","Forward Deployed Data Scientist","13","Cresta","70,000 - 90,000","90,000","70,000",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"799","Data Scientist - AI/ML Engineer","Today","Softnice","81,078 - 129,709","129,709","81,078","Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"800","Data Scientist","Just posted","Caterpillar","",NA,NA,"Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"801","Data Scientist","28","BICP","70,000 - 177,616","177,616","70,000","Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"802","Data Scientist","Just posted","Alto Neuroscience, Inc","93,950 - 108,000","108,000","93,950","San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"803","Clinical Data Scientist","30","Nucleus","81,078 - 129,709","129,709","81,078","Glen Allen, VA","This candidate will leverage prospective analytics and use data mining, data analysis, automation, and machine learning methods, to measure performance and…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dx0GoiNX9h-zZrnOAAXGM__uzOpWkPF_tkiRA3-eRCCiRJEM5stoV9t7SFD56jHmbl3261G37hTuBAd0D2_beqXw0Iwo-hLbbhVln3W01GlCEgSN2oqQ_AQRke2Rax8eHN8O6VwBJ92ZcbByNMI7ORxqSkFAzJXXDkBigyyKdI5U2ihBaPINFnMveZdJ__FcTVElX36uFlEM1heVywnQ9FKipuafkbY5vgvcwFmJ6vBCPvp7nFwTygKX3ZGQhCqT0c0MTorgrC5R5zcCnwvA3AjNX-jfRoZfvJVHxz6B3lbztGsAmzFjlw2CO9MY_eXeKF1uvEHBfRY8Td1S3E90eckkhzSLCJbgOVW65HxaUteXfCvmZh9aCZzNhU5KGW9heriYQtxiJ7iJ4_mDTmICivab8HeElCArs_crpNNrLsYRi8I49E6GeQjIBp95WqBIrroHSwrTY7Uw==&p=0&fvj=1&vjs=3"
"804","Co-op Data Scientist 2021","30","The Hershey Company","",NA,NA,"Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"805","Data Scientist (Junior)","30","KBR","70,000 - 177,616","177,616","70,000","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"806","Data Scientist, Intermediate","13","UVA Medical Center","93,950 - 108,000","108,000","93,950","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"807","Supply Chain Data Scientist","Just posted","TCS","",NA,NA,"Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"808","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"809","Data Scientist","7","ACHNET Inc","130,000 - 140,000","140,000","130,000","Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"810","Data Scientist","Just posted","University of Utah","81,078 - 129,709","129,709","81,078","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"811","Data Scientist","20","RMDS Lab, Inc","",NA,NA,"South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"812","Forward Deployed Data Scientist","13","Cresta","70,000 - 177,616","177,616","70,000",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"813","Data Scientist - AI/ML Engineer","Today","Softnice","93,950 - 108,000","108,000","93,950","Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"814","Data Scientist","Just posted","Caterpillar","",NA,NA,"Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"815","Data Scientist","28","BICP","",NA,NA,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"816","Data Scientist","Just posted","Alto Neuroscience, Inc","130,000 - 140,000","140,000","130,000","San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"817","Data Scientist","Today","Advance Local","81,078 - 129,709","129,709","81,078","New York, NY","Experience using statistics, propensity model building, and algorithms to manipulate data and draw insights from large data sets.","https://www.indeed.com/rc/clk?jk=bd190f5ad577a404&fccid=31a0500c8ccc54ba&vjs=3"
"818","Data Scientist","8","Cognowiz solutions LLC","70,000 - 90,000","90,000","70,000","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"819","Co-op Data Scientist 2021","30","The Hershey Company","81,078 - 129,709","129,709","81,078","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"820","Data Scientist (Junior)","30","KBR","",NA,NA,"Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"821","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 177,616","177,616","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"822","Supply Chain Data Scientist","Just posted","TCS","93,950 - 108,000","108,000","93,950","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"823","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"824","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"825","Data Scientist","Just posted","University of Utah","130,000 - 140,000","140,000","130,000","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"826","Data Scientist","20","RMDS Lab, Inc","70,000 - 90,000","90,000","70,000","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"827","Forward Deployed Data Scientist","13","Cresta","81,078 - 129,709","129,709","81,078",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"828","Data Scientist - AI/ML Engineer","Today","Softnice","",NA,NA,"Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"829","Data Scientist","Just posted","Caterpillar","70,000 - 177,616","177,616","70,000","Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"830","Data Scientist","28","BICP","93,950 - 108,000","108,000","93,950","Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"831","Data Scientist","Just posted","Alto Neuroscience, Inc","",NA,NA,"San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"832","Data Scientist","Today","Advance Local","",NA,NA,"New York, NY","Experience using statistics, propensity model building, and algorithms to manipulate data and draw insights from large data sets.","https://www.indeed.com/rc/clk?jk=bd190f5ad577a404&fccid=31a0500c8ccc54ba&vjs=3"
"833","Data Scientist","8","Cognowiz solutions LLC","70,000 - 90,000","90,000","70,000","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
